maxGain = 1830
    i DetId    ch    gain
 1246     9   571   0.052
 1247     9   572   0.000
 1248     9   573   0.000
 1249     9   574   0.000
 1250     9   575   0.000
 1251     9   576   0.000
 1252     9   577   0.000
 1253     9   578   0.000
 1254    10     1   0.065
 1255    10     2   0.065
 1256    10     3   0.064
 1257    10     4   0.062
 1258    10     5   0.061
 1259    10     6   0.059
 1260    10     7   0.057
 1261    10     8   0.055
 1262    10     9   0.053
 1263    10    10   0.050
 1264    10    11   0.048
 1265    10    12   0.046
 1266    10    13   0.072
 1267    10    14   0.071
 1268    10    15   0.070
 1269    10    16   0.068
 1270    10    17   0.066
 1271    10    18   0.063
 1272    10    19   0.061
 1273    10    20   0.058
 1274    10    21   0.056
 1275    10    22   0.053
 1276    10    23   0.051
 1277    10    24   0.048
 1278    10    25   0.079
 1279    10    26   0.078
 1280    10    27   0.076
 1281    10    28   0.074
 1282    10    29   0.071
 1283    10    30   0.068
 1284    10    31   0.065
 1285    10    32   0.062
 1286    10    33   0.059
 1287    10    34   0.056
 1288    10    35   0.053
 1289    10    36   0.050
 1290    10    37   0.088
 1291    10    38   0.087
 1292    10    39   0.085
 1293    10    40   0.081
 1294    10    41   0.078
 1295    10    42   0.074
 1296    10    43   0.070
 1297    10    44   0.066
 1298    10    45   0.062
 1299    10    46   0.059
 1300    10    47   0.056
 1301    10    48   0.053
 1302    10    49   0.100
 1303    10    50   0.098
 1304    10    51   0.095
 1305    10    52   0.090
 1306    10    53   0.085
 1307    10    54   0.080
 1308    10    55   0.075
 1309    10    56   0.070
 1310    10    57   0.066
 1311    10    58   0.062
 1312    10    59   0.058
 1313    10    60   0.055
 1314    10    61   0.115
 1315    10    62   0.112
 1316    10    63   0.107
 1317    10    64   0.101
 1318    10    65   0.094
 1319    10    66   0.087
 1320    10    67   0.081
 1321    10    68   0.075
 1322    10    69   0.070
 1323    10    70   0.065
 1324    10    71   0.061
 1325    10    72   0.057
 1326    10    73   0.136
 1327    10    74   0.131
 1328    10    75   0.123
 1329    10    76   0.114
 1330    10    77   0.104
 1331    10    78   0.095
 1332    10    79   0.087
 1333    10    80   0.080
 1334    10    81   0.074
 1335    10    82   0.068
 1336    10    83   0.063
 1337    10    84   0.059
 1338    10    85   0.000
 1339    10    86   0.000
 1340    10    87   0.000
 1341    10    88   0.000
 1342    10    89   0.000
 1343    10    90   0.104
 1344    10    91   0.094
 1345    10    92   0.085
 1346    10    93   0.078
 1347    10    94   0.071
 1348    10    95   0.066
 1349    10    96   0.061
 1350    10    97   0.000
 1351    10    98   0.000
 1352    10    99   0.000
 1353    10   100   0.000
 1354    10   101   0.000
 1355    10   102   0.113
 1356    10   103   0.100
 1357    10   104   0.090
 1358    10   105   0.081
 1359    10   106   0.074
 1360    10   107   0.068
 1361    10   108   0.062
 1362    10   109   0.000
 1363    10   110   0.000
 1364    10   111   0.000
 1365    10   112   0.000
 1366    10   113   0.000
 1367    10   114   0.122
 1368    10   115   0.106
 1369    10   116   0.094
 1370    10   117   0.084
 1371    10   118   0.076
 1372    10   119   0.069
 1373    10   120   0.064
 1374    10   121   0.000
 1375    10   122   0.000
 1376    10   123   0.000
 1377    10   124   0.000
 1378    10   125   0.000
 1379    10   126   0.129
 1380    10   127   0.111
 1381    10   128   0.097
 1382    10   129   0.086
 1383    10   130   0.078
 1384    10   131   0.070
 1385    10   132   0.065
 1386    10   133   0.000
 1387    10   134   0.000
 1388    10   135   0.000
 1389    10   136   0.000
 1390    10   137   0.000
 1391    10   138   0.132
 1392    10   139   0.113
 1393    10   140   0.098
 1394    10   141   0.087
 1395    10   142   0.078
 1396    10   143   0.071
 1397    10   144   0.065
 1398    10   145   0.000
 1399    10   146   0.000
 1400    10   147   0.000
 1401    10   148   0.000
 1402    10   149   0.000
 1403    10   150   0.132
 1404    10   151   0.113
 1405    10   152   0.098
 1406    10   153   0.087
 1407    10   154   0.078
 1408    10   155   0.071
 1409    10   156   0.065
 1410    10   157   0.000
 1411    10   158   0.000
 1412    10   159   0.000
 1413    10   160   0.000
 1414    10   161   0.000
 1415    10   162   0.129
 1416    10   163   0.111
 1417    10   164   0.097
 1418    10   165   0.086
 1419    10   166   0.078
 1420    10   167   0.070
 1421    10   168   0.065
 1422    10   169   0.000
 1423    10   170   0.000
 1424    10   171   0.000
 1425    10   172   0.000
 1426    10   173   0.000
 1427    10   174   0.122
 1428    10   175   0.106
 1429    10   176   0.094
 1430    10   177   0.084
 1431    10   178   0.076
 1432    10   179   0.069
 1433    10   180   0.064
 1434    10   181   0.000
 1435    10   182   0.000
 1436    10   183   0.000
 1437    10   184   0.000
 1438    10   185   0.000
 1439    10   186   0.113
 1440    10   187   0.100
 1441    10   188   0.090
 1442    10   189   0.081
 1443    10   190   0.074
 1444    10   191   0.068
 1445    10   192   0.062
 1446    10   193   0.000
 1447    10   194   0.000
 1448    10   195   0.000
 1449    10   196   0.000
 1450    10   197   0.000
 1451    10   198   0.104
 1452    10   199   0.094
 1453    10   200   0.085
 1454    10   201   0.078
 1455    10   202   0.071
 1456    10   203   0.066
 1457    10   204   0.061
 1458    10   205   0.136
 1459    10   206   0.131
 1460    10   207   0.123
 1461    10   208   0.114
 1462    10   209   0.104
 1463    10   210   0.095
 1464    10   211   0.087
 1465    10   212   0.080
 1466    10   213   0.074
 1467    10   214   0.068
 1468    10   215   0.063
 1469    10   216   0.059
 1470    10   217   0.115
 1471    10   218   0.112
 1472    10   219   0.107
 1473    10   220   0.101
 1474    10   221   0.094
 1475    10   222   0.087
 1476    10   223   0.081
 1477    10   224   0.075
 1478    10   225   0.070
 1479    10   226   0.065
 1480    10   227   0.061
 1481    10   228   0.057
 1482    10   229   0.100
 1483    10   230   0.098
 1484    10   231   0.095
 1485    10   232   0.090
 1486    10   233   0.085
 1487    10   234   0.080
 1488    10   235   0.075
 1489    10   236   0.070
 1490    10   237   0.066
 1491    10   238   0.062
 1492    10   239   0.058
 1493    10   240   0.055
 1494    10   241   0.088
 1495    10   242   0.087
 1496    10   243   0.085
 1497    10   244   0.081
 1498    10   245   0.078
 1499    10   246   0.074
 1500    10   247   0.070
 1501    10   248   0.066
 1502    10   249   0.062
 1503    10   250   0.059
 1504    10   251   0.056
 1505    10   252   0.053
 1506    10   253   0.079
 1507    10   254   0.078
 1508    10   255   0.076
 1509    10   256   0.074
 1510    10   257   0.071
 1511    10   258   0.068
 1512    10   259   0.065
 1513    10   260   0.062
 1514    10   261   0.059
 1515    10   262   0.056
 1516    10   263   0.053
 1517    10   264   0.050
 1518    10   265   0.072
 1519    10   266   0.071
 1520    10   267   0.070
 1521    10   268   0.068
 1522    10   269   0.066
 1523    10   270   0.063
 1524    10   271   0.061
 1525    10   272   0.058
 1526    10   273   0.056
 1527    10   274   0.053
 1528    10   275   0.051
 1529    10   276   0.048
 1530    10   277   0.065
 1531    10   278   0.065
 1532    10   279   0.064
 1533    10   280   0.062
 1534    10   281   0.061
 1535    10   282   0.059
 1536    10   283   0.057
 1537    10   284   0.055
 1538    10   285   0.053
 1539    10   286   0.050
 1540    10   287   0.048
 1541    10   288   0.046
 1542    11     1   0.065
 1543    11     2   0.065
 1544    11     3   0.064
 1545    11     4   0.062
 1546    11     5   0.061
 1547    11     6   0.059
 1548    11     7   0.057
 1549    11     8   0.055
 1550    11     9   0.053
 1551    11    10   0.050
 1552    11    11   0.048
 1553    11    12   0.046
 1554    11    13   0.072
 1555    11    14   0.071
 1556    11    15   0.070
 1557    11    16   0.068
 1558    11    17   0.066
 1559    11    18   0.063
 1560    11    19   0.061
 1561    11    20   0.058
 1562    11    21   0.056
 1563    11    22   0.053
 1564    11    23   0.051
 1565    11    24   0.048
 1566    11    25   0.079
 1567    11    26   0.078
 1568    11    27   0.076
 1569    11    28   0.074
 1570    11    29   0.071
 1571    11    30   0.068
 1572    11    31   0.065
 1573    11    32   0.062
 1574    11    33   0.059
 1575    11    34   0.056
 1576    11    35   0.053
 1577    11    36   0.050
 1578    11    37   0.088
 1579    11    38   0.087
 1580    11    39   0.085
 1581    11    40   0.081
 1582    11    41   0.078
 1583    11    42   0.074
 1584    11    43   0.070
 1585    11    44   0.066
 1586    11    45   0.062
 1587    11    46   0.059
 1588    11    47   0.056
 1589    11    48   0.053
 1590    11    49   0.100
 1591    11    50   0.098
 1592    11    51   0.095
 1593    11    52   0.090
 1594    11    53   0.085
 1595    11    54   0.080
 1596    11    55   0.075
 1597    11    56   0.070
 1598    11    57   0.066
 1599    11    58   0.062
 1600    11    59   0.058
 1601    11    60   0.055
 1602    11    61   0.115
 1603    11    62   0.112
 1604    11    63   0.107
 1605    11    64   0.101
 1606    11    65   0.094
 1607    11    66   0.087
 1608    11    67   0.081
 1609    11    68   0.075
 1610    11    69   0.070
 1611    11    70   0.065
 1612    11    71   0.061
 1613    11    72   0.057
 1614    11    73   0.136
 1615    11    74   0.131
 1616    11    75   0.123
 1617    11    76   0.114
 1618    11    77   0.104
 1619    11    78   0.095
 1620    11    79   0.087
 1621    11    80   0.080
 1622    11    81   0.074
 1623    11    82   0.068
 1624    11    83   0.063
 1625    11    84   0.059
 1626    11    85   0.000
 1627    11    86   0.000
 1628    11    87   0.000
 1629    11    88   0.000
 1630    11    89   0.000
 1631    11    90   0.104
 1632    11    91   0.094
 1633    11    92   0.085
 1634    11    93   0.078
 1635    11    94   0.071
 1636    11    95   0.066
 1637    11    96   0.061
 1638    11    97   0.000
 1639    11    98   0.000
 1640    11    99   0.000
 1641    11   100   0.000
 1642    11   101   0.000
 1643    11   102   0.113
 1644    11   103   0.100
 1645    11   104   0.090
 1646    11   105   0.081
 1647    11   106   0.074
 1648    11   107   0.068
 1649    11   108   0.062
 1650    11   109   0.000
 1651    11   110   0.000
 1652    11   111   0.000
 1653    11   112   0.000
 1654    11   113   0.000
 1655    11   114   0.122
 1656    11   115   0.106
 1657    11   116   0.094
 1658    11   117   0.084
 1659    11   118   0.076
 1660    11   119   0.069
 1661    11   120   0.064
 1662    11   121   0.000
 1663    11   122   0.000
 1664    11   123   0.000
 1665    11   124   0.000
 1666    11   125   0.000
 1667    11   126   0.129
 1668    11   127   0.111
 1669    11   128   0.097
 1670    11   129   0.086
 1671    11   130   0.078
 1672    11   131   0.070
 1673    11   132   0.065
 1674    11   133   0.000
 1675    11   134   0.000
 1676    11   135   0.000
 1677    11   136   0.000
 1678    11   137   0.000
 1679    11   138   0.132
 1680    11   139   0.113
 1681    11   140   0.098
 1682    11   141   0.087
 1683    11   142   0.078
 1684    11   143   0.071
 1685    11   144   0.065
 1686    11   145   0.000
 1687    11   146   0.000
 1688    11   147   0.000
 1689    11   148   0.000
 1690    11   149   0.000
 1691    11   150   0.132
 1692    11   151   0.113
 1693    11   152   0.098
 1694    11   153   0.087
 1695    11   154   0.078
 1696    11   155   0.071
 1697    11   156   0.065
 1698    11   157   0.000
 1699    11   158   0.000
 1700    11   159   0.000
 1701    11   160   0.000
 1702    11   161   0.000
 1703    11   162   0.129
 1704    11   163   0.111
 1705    11   164   0.097
 1706    11   165   0.086
 1707    11   166   0.078
 1708    11   167   0.070
 1709    11   168   0.065
 1710    11   169   0.000
 1711    11   170   0.000
 1712    11   171   0.000
 1713    11   172   0.000
 1714    11   173   0.000
 1715    11   174   0.122
 1716    11   175   0.106
 1717    11   176   0.094
 1718    11   177   0.084
 1719    11   178   0.076
 1720    11   179   0.069
 1721    11   180   0.064
 1722    11   181   0.000
 1723    11   182   0.000
 1724    11   183   0.000
 1725    11   184   0.000
 1726    11   185   0.000
 1727    11   186   0.113
 1728    11   187   0.100
 1729    11   188   0.090
 1730    11   189   0.081
 1731    11   190   0.074
 1732    11   191   0.068
 1733    11   192   0.062
 1734    11   193   0.000
 1735    11   194   0.000
 1736    11   195   0.000
 1737    11   196   0.000
 1738    11   197   0.000
 1739    11   198   0.104
 1740    11   199   0.094
 1741    11   200   0.085
 1742    11   201   0.078
 1743    11   202   0.071
 1744    11   203   0.066
 1745    11   204   0.061
 1746    11   205   0.136
 1747    11   206   0.131
 1748    11   207   0.123
 1749    11   208   0.114
 1750    11   209   0.104
 1751    11   210   0.095
 1752    11   211   0.087
 1753    11   212   0.080
 1754    11   213   0.074
 1755    11   214   0.068
 1756    11   215   0.063
 1757    11   216   0.059
 1758    11   217   0.115
 1759    11   218   0.112
 1760    11   219   0.107
 1761    11   220   0.101
 1762    11   221   0.094
 1763    11   222   0.087
 1764    11   223   0.081
 1765    11   224   0.075
 1766    11   225   0.070
 1767    11   226   0.065
 1768    11   227   0.061
 1769    11   228   0.057
 1770    11   229   0.100
 1771    11   230   0.098
 1772    11   231   0.095
 1773    11   232   0.090
 1774    11   233   0.085
 1775    11   234   0.080
 1776    11   235   0.075
 1777    11   236   0.070
 1778    11   237   0.066
 1779    11   238   0.062
 1780    11   239   0.058
 1781    11   240   0.055
 1782    11   241   0.088
 1783    11   242   0.087
 1784    11   243   0.085
 1785    11   244   0.081
 1786    11   245   0.078
 1787    11   246   0.074
 1788    11   247   0.070
 1789    11   248   0.066
 1790    11   249   0.062
 1791    11   250   0.059
 1792    11   251   0.056
 1793    11   252   0.053
 1794    11   253   0.079
 1795    11   254   0.078
 1796    11   255   0.076
 1797    11   256   0.074
 1798    11   257   0.071
 1799    11   258   0.068
 1800    11   259   0.065
 1801    11   260   0.062
 1802    11   261   0.059
 1803    11   262   0.056
 1804    11   263   0.053
 1805    11   264   0.050
 1806    11   265   0.072
 1807    11   266   0.071
 1808    11   267   0.070
 1809    11   268   0.068
 1810    11   269   0.066
 1811    11   270   0.063
 1812    11   271   0.061
 1813    11   272   0.058
 1814    11   273   0.056
 1815    11   274   0.053
 1816    11   275   0.051
 1817    11   276   0.048
 1818    11   277   0.065
 1819    11   278   0.065
 1820    11   279   0.064
 1821    11   280   0.062
 1822    11   281   0.061
 1823    11   282   0.059
 1824    11   283   0.057
 1825    11   284   0.055
 1826    11   285   0.053
 1827    11   286   0.050
 1828    11   287   0.048
 1829    11   288   0.046
